alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,lat,long
locala-los-angeles,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.0519387, 'longitude': -118.2675999}",(213) 632-1210,5069.328316323377,L95iQyXrXFgYdfD_IIxmbw,https://s3-media4.fl.yelpcdn.com/bphoto/oldGr0ZtzYaWw6NLz7oqZA/o.jpg,False,"{'address1': '1256 W 7th St', 'address2': None, 'address3': None, 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['1256 W 7th St', 'Los Angeles, CA 90017']}",Locala,+12136321210,,4.5,88,[],https://www.yelp.com/biz/locala-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0519387,-118.2675999
the-powder-room-los-angeles-2,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.1000529, 'longitude': -118.3294078}",(323) 469-5001,4340.348224940332,9Cv_Xq_e0gikKzG0SFpRBw,https://s3-media2.fl.yelpcdn.com/bphoto/KAxrzySrVHPJAn6eiljDsA/o.jpg,False,"{'address1': '1606 N Cahuenga Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1606 N Cahuenga Blvd', 'Los Angeles, CA 90028']}",The Powder Room,+13234695001,$$,4.5,69,[],https://www.yelp.com/biz/the-powder-room-los-angeles-2?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.1000529,-118.3294078
secret-bar-and-grill-los-angeles,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'steak', 'title': 'Steakhouses'}]","{'latitude': 34.1020164489746, 'longitude': -118.332511901855}",(323) 463-5156,4610.672370637558,DWMo-335d0hTevj3Yiycaw,https://s3-media3.fl.yelpcdn.com/bphoto/6zRVIIC1Qzy1EagDyktFVw/o.jpg,False,"{'address1': '6541 Hollywood Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6541 Hollywood Blvd', 'Los Angeles, CA 90028']}",Secret Bar & Grill,+13234635156,$$,3.5,304,"['delivery', 'pickup']",https://www.yelp.com/biz/secret-bar-and-grill-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.1020164489746,-118.332511901855
nest-los-angeles-3,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 34.0451865, 'longitude': -118.2666638}",(213) 743-8824,5360.708358460215,Gxcf0ObLGyk3BOkfpE2v6Q,https://s3-media1.fl.yelpcdn.com/bphoto/b8UkvTusYD09dMCwzQzlrw/o.jpg,False,"{'address1': '900 W Olympic Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['900 W Olympic Blvd', 'Los Angeles, CA 90015']}",Nest,+12137438824,$$$,4.0,139,['delivery'],https://www.yelp.com/biz/nest-los-angeles-3?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0451865,-118.2666638
snake-pit-alehouse-whiskey-bar-and-kitchen-los-angeles,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 34.0837923, 'longitude': -118.3539191}",(323) 653-2011,3904.3722857348075,pwSyM5u7E06c_Nix-zDRMQ,https://s3-media2.fl.yelpcdn.com/bphoto/9ZU3R3-q792RmN5ORAS_oQ/o.jpg,False,"{'address1': '7529 Melrose Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7529 Melrose Ave', 'Los Angeles, CA 90046']}",Snake Pit Alehouse Whiskey Bar & Kitchen,+13236532011,$$,3.5,220,"['delivery', 'pickup']",https://www.yelp.com/biz/snake-pit-alehouse-whiskey-bar-and-kitchen-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0837923,-118.3539191
lost-property-bar-hollywood,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.1019182, 'longitude': -118.3265039}",(323) 987-4445,4509.626515050912,CBYwPYYEFbpCefJ4rdiyPw,https://s3-media3.fl.yelpcdn.com/bphoto/OAtogGRtawFaLBo5EiP3Rg/o.jpg,False,"{'address1': '1704 N Vine St', 'address2': '', 'address3': '', 'city': 'Hollywood', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1704 N Vine St', 'Hollywood, CA 90028']}",Lost Property Bar,+13239874445,$$,4.5,205,['delivery'],https://www.yelp.com/biz/lost-property-bar-hollywood?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.1019182,-118.3265039
bootleg-theater-los-angeles-2,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'theater', 'title': 'Performing Arts'}]","{'latitude': 34.06717, 'longitude': -118.27221}",(213) 389-3856,4568.784353091086,E8FpTUuKNLLT6JE0un_4_A,https://s3-media2.fl.yelpcdn.com/bphoto/bx73OkpFmiEiBvPb2cqpUg/o.jpg,False,"{'address1': '2220 Beverly Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90057', 'country': 'US', 'state': 'CA', 'display_address': ['2220 Beverly Blvd', 'Los Angeles, CA 90057']}",Bootleg Theater,+12133893856,$,3.5,256,[],https://www.yelp.com/biz/bootleg-theater-los-angeles-2?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.06717,-118.27221
melrose-station-los-angeles,"[{'alias': 'speakeasies', 'title': 'Speakeasies'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 34.083469, 'longitude': -118.3510004}",(323) 903-0006,3655.372940922306,UZYUb8E_FKloJW1akvTpqg,https://s3-media1.fl.yelpcdn.com/bphoto/FxMBExbxoHHoJMQ4obKXng/o.jpg,False,"{'address1': '7384 Melrose Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7384 Melrose Ave', 'Los Angeles, CA 90046']}",Melrose Station,+13239030006,$$,4.0,108,[],https://www.yelp.com/biz/melrose-station-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.083469,-118.3510004
petite-taqueria-los-angeles,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.0850581, 'longitude': -118.3766249}",(310) 855-7223,5743.272619224842,gB-8O-wXzOvEzwROmPp7Kw,https://s3-media2.fl.yelpcdn.com/bphoto/wXxsfNyRy7LDvyNKi1Bnrg/o.jpg,False,"{'address1': '755 N La Cienega Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90069', 'country': 'US', 'state': 'CA', 'display_address': ['755 N La Cienega Blvd', 'Los Angeles, CA 90069']}",Petite Taqueria,+13108557223,$$,4.0,221,['delivery'],https://www.yelp.com/biz/petite-taqueria-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0850581,-118.3766249
the-love-song-bar-los-angeles,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 34.0472061932087, 'longitude': -118.248006775975}",(323) 284-5727,6957.184231318011,jy8sXCPLamxYI5o_dHA-Sg,https://s3-media3.fl.yelpcdn.com/bphoto/2iKBTycgLz7abaOLfwEFAg/o.jpg,False,"{'address1': '450 S Main St', 'address2': '', 'address3': 'The Regent', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['450 S Main St', 'The Regent', 'Los Angeles, CA 90013']}",The Love Song Bar,+13232845727,$$,4.0,144,[],https://www.yelp.com/biz/the-love-song-bar-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0472061932087,-118.248006775975
cranes-bar-downtown-los-angeles,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'latitude': 34.043169, 'longitude': -118.254065}",(323) 787-7966,6531.135074623488,AthyxvehEN0qoiWHB0a6BA,https://s3-media1.fl.yelpcdn.com/bphoto/0tJS6VcUKL7HGCBlXAD2uw/o.jpg,False,"{'address1': '810 S Spring St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90014', 'country': 'US', 'state': 'CA', 'display_address': ['810 S Spring St', 'Los Angeles, CA 90014']}",Crane's Bar Downtown,+13237877966,$$,4.0,180,[],https://www.yelp.com/biz/cranes-bar-downtown-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.043169,-118.254065
break-room-86-los-angeles,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'speakeasies', 'title': 'Speakeasies'}]","{'latitude': 34.0622739263853, 'longitude': -118.30122874841}",(213) 368-3056,1857.8968688184848,VwyY6I1fjg_uiUORmtamxA,https://s3-media2.fl.yelpcdn.com/bphoto/hQuDkc0Rb3yyUnnTqSCZXg/o.jpg,False,"{'address1': '630 S Ardmore Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90010', 'country': 'US', 'state': 'CA', 'display_address': ['630 S Ardmore Ave', 'Los Angeles, CA 90010']}",Break Room 86,+12133683056,$$,3.0,586,[],https://www.yelp.com/biz/break-room-86-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0622739263853,-118.30122874841
n10-los-angeles-los-angeles,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 34.072889, 'longitude': -118.3745502}",(323) 591-0599,5056.136435082397,MKzpvCubZUrS3WKa9NIgdQ,https://s3-media4.fl.yelpcdn.com/bphoto/yaqYKotnB_bIg2H0ekM7ng/o.jpg,False,"{'address1': '8436 W 3rd St', 'address2': 'Ste 100', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8436 W 3rd St', 'Ste 100', 'Los Angeles, CA 90048']}",n10 Los Angeles,+13235910599,$$$,4.0,178,['delivery'],https://www.yelp.com/biz/n10-los-angeles-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.072889,-118.3745502
the-sayers-club-los-angeles,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]","{'latitude': 34.1012249, 'longitude': -118.331164}",,4498.4039266140035,4VS6FpsVRLLzlkQxsRx6-A,https://s3-media2.fl.yelpcdn.com/bphoto/gwZhweGUCJBQEpDjcLC6Pg/o.jpg,False,"{'address1': '1645 Wilcox Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1645 Wilcox Ave', 'Los Angeles, CA 90028']}",The Sayers Club,,$$,4.0,195,"['delivery', 'pickup']",https://www.yelp.com/biz/the-sayers-club-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.1012249,-118.331164
bar-lubitsch-west-hollywood,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.090517, 'longitude': -118.356777}",(323) 654-1234,4579.795163848329,mqDRI-CpKjkVW249B0-22A,https://s3-media1.fl.yelpcdn.com/bphoto/3KRB7WSlbTnFrvoTK-IkdA/o.jpg,False,"{'address1': '7702 Santa Monica Blvd', 'address2': '', 'address3': '', 'city': 'West Hollywood', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7702 Santa Monica Blvd', 'West Hollywood, CA 90046']}",Bar Lubitsch,+13236541234,$$,4.0,668,[],https://www.yelp.com/biz/bar-lubitsch-west-hollywood?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.090517,-118.356777
berris-cafe-los-angeles-9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 34.072995, 'longitude': -118.37375}",(323) 852-0642,4987.75541059098,LSCreFj572ZGZ7I0v2s9kA,https://s3-media1.fl.yelpcdn.com/bphoto/BLkJim0t9ghuRhzwjSmkng/o.jpg,False,"{'address1': '8412 W 3rd St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8412 W 3rd St', 'Los Angeles, CA 90048']}",Berri's Cafe,+13238520642,$$,3.0,799,"['delivery', 'pickup']",https://www.yelp.com/biz/berris-cafe-los-angeles-9?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.072995,-118.37375
the-room-hollywood-los-angeles-2,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]","{'latitude': 34.100801, 'longitude': -118.329408}",(866) 687-4499,4422.342757089951,nBxQWcEAot6jO7KyZJffkw,https://s3-media2.fl.yelpcdn.com/bphoto/lm1EYFOAt2VGxZ7Vzf7dvw/o.jpg,False,"{'address1': '1626 N Cahuenga Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1626 N Cahuenga Blvd', 'Los Angeles, CA 90028']}",The Room Hollywood,+18666874499,$$,3.5,391,[],https://www.yelp.com/biz/the-room-hollywood-los-angeles-2?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.100801,-118.329408
bar-henry-los-angeles,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 34.069037, 'longitude': -118.2507193}",(213) 988-7208,6561.346041855027,uE7I0tn8B5ws0aUOfflKUw,https://s3-media2.fl.yelpcdn.com/bphoto/IUToLYtnto7Z93LqQzCxAw/o.jpg,False,"{'address1': '1228 W Sunset Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['1228 W Sunset Blvd', 'Los Angeles, CA 90026']}",Bar Henry,+12139887208,$$,4.5,72,[],https://www.yelp.com/biz/bar-henry-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.069037,-118.2507193
big-bar-los-angeles-2,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.1062299, 'longitude': -118.28784}",(323) 644-0100,5848.305394328584,3UDx0ND8j0KJW2OQok2U0w,https://s3-media3.fl.yelpcdn.com/bphoto/mH3Jw2jD1eR_CSMgIO0ApQ/o.jpg,False,"{'address1': '1927 Hillhurst Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['1927 Hillhurst Ave', 'Los Angeles, CA 90027']}",Big Bar,+13236440100,$$,4.0,158,[],https://www.yelp.com/biz/big-bar-los-angeles-2?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.1062299,-118.28784
blairs-los-angeles-2,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 34.1390608982352, 'longitude': -118.210096527478}",(323) 739-0990,13386.557957850564,asxu2hNOGLRWBbAvVGGuBw,https://s3-media2.fl.yelpcdn.com/bphoto/faIE8nhWjYHGcHhCbWDS2g/o.jpg,False,"{'address1': '1948 Colorado Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['1948 Colorado Blvd', 'Los Angeles, CA 90041']}",Blair's,+13237390990,$$,4.0,181,"['delivery', 'pickup']",https://www.yelp.com/biz/blairs-los-angeles-2?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.1390608982352,-118.210096527478
dave-and-busters-los-angeles-15,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'arcades', 'title': 'Arcades'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 34.1021261755192, 'longitude': -118.339138571129}",(323) 603-2400,4794.982625721309,HEZxCfaBphfKhv6ZdG77_g,https://s3-media2.fl.yelpcdn.com/bphoto/OmtwFSgLrWcYkVhKLR5oiQ/o.jpg,False,"{'address1': '6801 Hollywood Blvd', 'address2': 'Ste 343', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6801 Hollywood Blvd', 'Ste 343', 'Los Angeles, CA 90028']}",Dave & Buster's,+13236032400,$$,3.0,1001,['delivery'],https://www.yelp.com/biz/dave-and-busters-los-angeles-15?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.1021261755192,-118.339138571129
craigs-west-hollywood,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 34.08056, 'longitude': -118.38652}",(310) 276-1900,6352.87098354232,WkM87Xr2NIECZU_KXKCm8Q,https://s3-media3.fl.yelpcdn.com/bphoto/kRuaNckFxep9Qpb_0FdKoQ/o.jpg,False,"{'address1': '8826 Melrose Ave', 'address2': '', 'address3': '', 'city': 'West Hollywood', 'zip_code': '90069', 'country': 'US', 'state': 'CA', 'display_address': ['8826 Melrose Ave', 'West Hollywood, CA 90069']}",Craig's,+13102761900,$$$,4.0,900,['delivery'],https://www.yelp.com/biz/craigs-west-hollywood?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.08056,-118.38652
zinqué-los-angeles,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.04155, 'longitude': -118.25704}",(213) 395-0946,6326.0258979370155,hnHwGO-uDz9TjQw2xGBZTw,https://s3-media4.fl.yelpcdn.com/bphoto/a5mASb0PR71Ydtv7wQquAQ/o.jpg,False,"{'address1': '939 S Broadway', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['939 S Broadway', 'Los Angeles, CA 90015']}",Zinqué,+12133950946,,4.5,91,['delivery'],https://www.yelp.com/biz/zinqu%C3%A9-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.04155,-118.25704
philly-west-bar-and-grill-los-angeles,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'divebars', 'title': 'Dive Bars'}]","{'latitude': 34.04871, 'longitude': -118.43546}",(310) 474-9787,10631.18433553775,kWoNJZq1Kx-J8sJTltriFw,https://s3-media1.fl.yelpcdn.com/bphoto/1UBhb9GtsUywo-YTYdwHMw/o.jpg,False,"{'address1': '1870 Westwood Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90025', 'country': 'US', 'state': 'CA', 'display_address': ['1870 Westwood Blvd', 'Los Angeles, CA 90025']}",Philly West Bar & Grill,+13104749787,$,4.0,220,"['delivery', 'pickup']",https://www.yelp.com/biz/philly-west-bar-and-grill-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.04871,-118.43546
bernadettes-los-angeles,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 34.0497477, 'longitude': -118.2493601}",(213) 628-3354,6747.686241974981,-WFxTZQ-1guGRtVyAusbhA,https://s3-media3.fl.yelpcdn.com/bphoto/kqL3uaRDOh1Cx6wNJsF5nQ/o.jpg,False,"{'address1': '361 S Broadway', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['361 S Broadway', 'Los Angeles, CA 90013']}",Bernadette's,+12136283354,$$,4.5,69,[],https://www.yelp.com/biz/bernadettes-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0497477,-118.2493601
la-bohème-west-hollywood-3,"[{'alias': 'french', 'title': 'French'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.0903625488281, 'longitude': -118.373489379883}",(323) 848-2360,5767.995193632561,1YedTUOBgR5XmJ1BMlv70Q,https://s3-media4.fl.yelpcdn.com/bphoto/Jbm7n2xd7OkdB_GIDSgcJA/o.jpg,False,"{'address1': '8400 Santa Monica Blvd', 'address2': '', 'address3': '', 'city': 'West Hollywood', 'zip_code': '90069', 'country': 'US', 'state': 'CA', 'display_address': ['8400 Santa Monica Blvd', 'West Hollywood, CA 90069']}",La Bohème,+13238482360,$$$,3.5,946,"['delivery', 'pickup']",https://www.yelp.com/biz/la-boh%C3%A8me-west-hollywood-3?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0903625488281,-118.373489379883
high-tide-los-angeles,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 34.044503, 'longitude': -118.24037}",(213) 221-7317,7701.308220120526,o83oI-7UOJTwBJuqPLON-Q,https://s3-media2.fl.yelpcdn.com/bphoto/qLZONqM4S6tyOZUNHORZiQ/o.jpg,False,"{'address1': '605 E 4th St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['605 E 4th St', 'Los Angeles, CA 90013']}",High Tide,+12132217317,$$,4.0,114,"['delivery', 'pickup']",https://www.yelp.com/biz/high-tide-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.044503,-118.24037
the-study-los-angeles-4,"[{'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 34.1016, 'longitude': -118.328542}",(323) 469-0040,4497.575462945594,E92EfoCnQyxR2mqOAwpBfQ,https://s3-media1.fl.yelpcdn.com/bphoto/1ZuUvVT4NsRn8jHBcfwsiA/o.jpg,False,"{'address1': '6356 Hollywood Blvd', 'address2': 'Fl 1', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6356 Hollywood Blvd', 'Fl 1', 'Los Angeles, CA 90028']}",The Study,+13234690040,$$,3.5,324,[],https://www.yelp.com/biz/the-study-los-angeles-4?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.1016,-118.328542
v-los-angeles-3,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 34.04704, 'longitude': -118.25593}",(510) 858-6581,6242.993109759344,qhPBVr8vv75EsQXB_B194Q,https://s3-media3.fl.yelpcdn.com/bphoto/nTbjtzcNe3-_1LhVwOLqcg/o.jpg,False,"{'address1': '515 W 7th St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90014', 'country': 'US', 'state': 'CA', 'display_address': ['515 W 7th St', 'Los Angeles, CA 90014']}",V,+15108586581,$$,4.0,209,['delivery'],https://www.yelp.com/biz/v-los-angeles-3?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.04704,-118.25593
